Chr,Start,End,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Ensembl,gene
chr14,54934761,54935260,Intergenic,AluSx3|SINE|Alu,-32184,NM_001024071,2643,ENSG00000131979,GCH1
chr14,77111025,77111524,"intron (NM_033426, intron 3 of 3)","intron (NM_033426, intron 3 of 3)",13016,NM_033426,85457,ENSG00000198894,CIPC
chr14,52118986,52119485,Intergenic,Intergenic,-50176,NM_007361,22795,ENSG00000087303,NID2
chr14,100240327,100240826,"intron (NM_003403, intron 1 of 4)",CpG-7627,1432,NM_003403,7528,ENSG00000100811,YY1
chr14,32724851,32725350,"intron (NM_004274, intron 9 of 13)","intron (NM_004274, intron 9 of 13)",-213779,NM_022123,64067,ENSG00000151322,NPAS3
chr14,63233015,63233514,"intron (NM_020663, intron 1 of 4)",L1MB8|LINE|L1,28821,NM_020663,57381,ENSG00000126785,RHOJ
chr14,73287116,73287615,"intron (NM_001005743, intron 8 of 12)","intron (NM_001005743, intron 8 of 12)",-41364,NR_135248,101928123,,LOC101928123
chr14,76012362,76012861,"intron (NM_001102564, intron 2 of 8)","intron (NM_001102564, intron 2 of 8)",26848,NM_001255995,112752,ENSG00000119650,IFT43
chr14,75310621,75311120,Intergenic,Intergenic,16466,NR_038421,731223,,LINC01220
chr14,66038439,66038938,Intergenic,MIRb|SINE|MIR,-447683,NR_110308,440184,ENSG00000196553,CCDC196
chr14,103594260,103594759,Intergenic,Intergenic,31549,NM_001302652,84334,ENSG00000256053,COA8
chr14,51922600,51923099,"intron (NM_001243773, intron 2 of 3)","intron (NM_001243773, intron 2 of 3)",-4278,NR_126331,102723604,ENSG00000258928,LOC102723604
chr14,68364310,68364809,"intron (NM_133509, intron 8 of 10)","intron (NM_133509, intron 8 of 10)",264228,NR_135816,100996664,,LOC100996664
chr14,89911565,89912064,"intron (NM_001284269, intron 5 of 5)","intron (NM_001284269, intron 5 of 5)",42722,NM_001284268,90141,ENSG00000140025,EFCAB11
chr14,55137329,55137828,"non-coding (NR_003225, exon 1 of 4)","non-coding (NR_003225, exon 1 of 4)",595,NR_003225,3958,ENSG00000131981,LGALS3
chr14,102951039,102951538,"intron (NM_006035, intron 24 of 36)","intron (NM_006035, intron 24 of 36)",28632,NM_030943,81693,ENSG00000166126,AMN
chr14,91934893,91935392,"intron (NM_006329, intron 4 of 10)","intron (NM_006329, intron 4 of 10)",12560,NM_006329,10516,ENSG00000140092,FBLN5
chr14,73724019,73724518,"intron (NM_001367710, intron 9 of 12)","intron (NM_001367710, intron 9 of 12)",-9884,NM_006029,9240,ENSG00000176903,PNMA1
chr14,93332841,93333340,promoter-TSS (NR_144398),promoter-TSS (NR_144398),-54,NM_001002860,55727,ENSG00000011114,BTBD7
chr14,50668106,50668605,promoter-TSS (NM_021818),promoter-TSS (NM_021818),-49,NM_021818,60485,ENSG00000151748,SAV1
chr14,93748812,93749311,"intron (NM_178013, intron 3 of 4)","intron (NM_178013, intron 3 of 4)",39424,NM_178013,145270,ENSG00000175785,PRIMA1
chr14,76956491,76956990,Intergenic,CpG,-2898,NR_133913,105370578,ENSG00000258602,LINC01629
chr14,58199725,58200224,promoter-TSS (NM_018477),promoter-TSS (NM_018477),-175,NM_018477,55860,ENSG00000131966,ACTR10
chr15,84948014,84948513,"intron (NM_001321722, intron 18 of 18)","intron (NM_001321722, intron 18 of 18)",-32204,NM_001243137,5151,ENSG00000073417,PDE8A
chr15,99536572,99537071,Intergenic,Intergenic,-28596,NM_001352617,4205,ENSG00000068305,MEF2A
chr15,30001535,30002034,Intergenic,Intergenic,-32735,NM_001301025,7082,ENSG00000104067,TJP1
chr15,21838807,21839306,Intergenic,Intergenic,-4694,NR_036134,100422935,ENSG00000265793,MIR3118-4
chr15,21270466,21270965,Intergenic,Intergenic,27114,NR_027053,646214,,LOC646214
chr15,49179348,49179847,"intron (NM_002044, intron 1 of 9)","intron (NM_002044, intron 1 of 9)",9350,NM_002044,2585,ENSG00000156958,GALK2
chr15,48897048,48897547,"intron (NM_203349, intron 2 of 11)","intron (NM_203349, intron 2 of 11)",19163,NM_014335,23741,ENSG00000255302,EID1
chr15,94075322,94075821,"intron (NR_120320, intron 2 of 8)","intron (NR_120320, intron 2 of 8)",32367,NR_120320,101927112,ENSG00000259724,LINC01581
chr15,69524866,69525365,Intergenic,Intergenic,-36605,NR_026979,145837,,DRAIC
chr15,84955323,84955822,"intron (NM_001321722, intron 18 of 18)","intron (NM_001321722, intron 18 of 18)",-24895,NM_001243137,5151,ENSG00000073417,PDE8A
chr15,89019421,89019920,Intergenic,Intergenic,-68786,NM_152924,11057,ENSG00000140526,ABHD2
chr15,30625847,30626346,promoter-TSS (NR_148423).3,promoter-TSS (NR_148423).3,-52,NM_001039841,89839,ENSG00000284906,ARHGAP11B
chr15,70799996,70800495,Intergenic,Intergenic,-36687,NM_018003,55075,ENSG00000137831,UACA
chr15,44102725,44103224,"intron (NM_001286490, intron 1 of 15)",UCON8|DNA|DNA,91472,NM_001286490,84978,ENSG00000171877,FRMD5
chr15,43105810,43106309,promoter-TSS (NM_174916),promoter-TSS (NM_174916),-21,NM_174916,197131,ENSG00000159459,UBR1
chr15,69462566,69463065,Intergenic,Intergenic,9997,NM_213725,6176,ENSG00000137818,RPLP1
chr15,90174465,90174964,Intergenic,Intergenic,-10206,NM_001324030,10509,ENSG00000185033,SEMA4B
chr15,39580695,39581194,promoter-TSS (NM_003246),promoter-TSS (NM_003246),-135,NM_003246,7057,ENSG00000137801,THBS1
chr15,67954654,67955153,Intergenic,Intergenic,-99276,NM_016166,8554,ENSG00000033800,PIAS1
chr15,96345522,96346021,Intergenic,CpG,12006,NM_001145157,7026,ENSG00000185551,NR2F2
chr15,64460293,64460792,Intergenic,CpG,-38878,NM_015042,23060,ENSG00000180357,ZNF609
chr15,95845964,95846463,Intergenic,Intergenic,281628,NR_158193,105369212,,LOC105369212
chr15,84654025,84654524,promoter-TSS (NR_130944),promoter-TSS (NR_130944),-28,NR_130944,84942,ENSG00000177082,WDR73
chr15,99104741,99105240,promoter-TSS (NM_015286),promoter-TSS (NM_015286),-90,NM_015286,23336,ENSG00000182253,SYNM
chr15,41661535,41662034,"intron (NM_001164273, intron 1 of 23)",CpG,1372,NM_001164273,23269,ENSG00000174197,MGA
chr15,64387514,64388013,promoter-TSS (NM_016213),promoter-TSS (NM_016213),-73,NM_001321924,9325,ENSG00000103671,TRIP4
chr15,70892245,70892744,promoter-TSS (NM_001199017),promoter-TSS (NM_001199017),51,NM_001199018,54839,ENSG00000137821,LRRC49
chr15,52019615,52020114,promoter-TSS (NR_156732),promoter-TSS (NR_156732),645,NM_002748,5597,ENSG00000069956,MAPK6
chr16,74367996,74368495,promoter-TSS (NR_026950),promoter-TSS (NR_026950),10,NR_026950,283922,ENSG00000214331,LOC283922
chr16,84186837,84187336,promoter-TSS (NM_001243159),promoter-TSS (NM_001243159),-16,NM_001243157,9013,ENSG00000103168,TAF1C
chr16,3961397,3961896,Intergenic,Intergenic,-11202,NR_120311,102724927,ENSG00000262185,LOC102724927
chr16,3305162,3305661,promoter-TSS (NM_001352495),promoter-TSS (NM_001352495),5,NM_001352495,7627,ENSG00000162086,ZNF75A
chr16,30334862,30335361,"non-coding (NR_002453, exon 1 of 13)","non-coding (NR_002453, exon 1 of 13)",263,NR_002453,595101,ENSG00000183604,SMG1P5
chr16,84633543,84634042,Intergenic,LTR33|LTR|ERVL,-14719,NM_001303451,79786,ENSG00000135686,KLHL36
chr16,87492868,87493367,Intergenic,CpG-10077,-1070,NR_110943,101928737,ENSG00000260750,LOC101928737
chr16,74322353,74322852,Intergenic,MER41B|LTR|ERV1,25788,NM_002811,5713,ENSG00000103035,PSMD7
chr16,30957439,30957938,promoter-TSS (NM_014712),promoter-TSS (NM_014712),-66,NM_014712,9739,ENSG00000099381,SETD1A
chr16,13042130,13042629,"intron (NM_001145204, intron 2 of 4)","intron (NM_001145204, intron 2 of 4)",140781,NM_001145204,729993,ENSG00000237515,SHISA9
chr16,21356038,21356537,"intron (NR_045011, intron 2 of 5)","intron (NR_045011, intron 2 of 5)",6924,NR_045011,100652781,,SNX29P1
chr16,31873693,31874192,"non-coding (NR_049749, exon 1 of 5)","non-coding (NR_049749, exon 1 of 5)",135,NM_001265588,10308,ENSG00000185947,ZNF267
chr16,1971752,1972251,promoter-TSS (NM_006453),promoter-TSS (NM_006453),-52,NM_006453,10607,ENSG00000183751,TBL3
chr16,79651339,79651838,Intergenic,Intergenic,-50851,NM_001031804,4094,ENSG00000178573,MAF
chr16,57637356,57637855,"intron (NM_001145772, intron 1 of 14)","intron (NM_001145772, intron 1 of 14)",-1887,NM_001290144,9289,ENSG00000205336,ADGRG1
chr16,8963821,8964320,promoter-TSS (NM_003470),promoter-TSS (NM_003470),-164,NM_003470,7874,ENSG00000187555,USP7
chr16,70165728,70166227,"intron (NR_126007, intron 1 of 2)",AluJo|SINE|Alu,7471,NR_126007,400541,ENSG00000247228,LOC400541
chr16,68448383,68448882,promoter-TSS (NM_018667),promoter-TSS (NM_018667),-124,NM_018667,55512,ENSG00000103056,SMPD3
chr16,10942260,10942759,promoter-TSS (NM_014015),promoter-TSS (NM_014015),-41,NM_014015,28955,ENSG00000182108,DEXI
chr16,84302882,84303381,"intron (NM_001282467, intron 1 of 6)","intron (NM_001282467, intron 1 of 6)",8253,NM_001282466,58189,ENSG00000103175,WFDC1
chr16,56547123,56547622,Intergenic,Intergenic,-17701,NM_032935,84560,ENSG00000102891,MT4
chr16,67719150,67719649,promoter-TSS (NM_030819),promoter-TSS (NM_030819),-83,NM_001243650,81577,ENSG00000141098,GFOD2
chr16,27718521,27719020,"non-coding (NR_147898, exon 1 of 3)","non-coding (NR_147898, exon 1 of 3)",259,NR_147898,100128079,,LOC100128079
chr16,84819678,84820177,promoter-TSS (NM_031476),promoter-TSS (NM_031476),-58,NM_031476,83716,ENSG00000103196,CRISPLD2
chr16,85688802,85689301,promoter-TSS (NM_016095),promoter-TSS (NM_016095),-97,NM_016095,51659,ENSG00000131153,GINS2
chr16,19067313,19067812,promoter-TSS (NR_119382),promoter-TSS (NR_119382),-52,NM_016138,10229,ENSG00000167186,COQ7
chr16,24838694,24839193,Intergenic,Intergenic,-6920,NM_001258412,115584,ENSG00000158865,SLC5A11
chr16,53080552,53081051,"intron (NM_025134, intron 1 of 38)","intron (NM_025134, intron 1 of 38)",25810,NM_025134,80205,ENSG00000177200,CHD9
chr16,66250897,66251396,Intergenic,Intergenic,-115545,NM_001795,1003,ENSG00000179776,CDH5
chr16,15996712,15997211,"intron (NM_004996, intron 1 of 30)","intron (NM_004996, intron 1 of 30)",47345,NM_004996,4363,ENSG00000103222,ABCC1
chr16,58129272,58129771,promoter-TSS (NR_136632),promoter-TSS (NR_136632),-96,NR_136632,29105,ENSG00000070761,CFAP20
chr16,66552232,66552731,promoter-TSS (NM_016326),promoter-TSS (NM_016326),-82,NM_001040138,51192,ENSG00000217555,CKLF
chr17,48002434,48002933,Intergenic,Intergenic,-30199,NR_162100,113218499,,MIR10226
chr17,43362077,43362576,Intergenic,Intergenic,26572,NR_027412,100130581,ENSG00000188825,LINC00910
chr17,57526454,57526953,"intron (NM_001322250, intron 6 of 13)","intron (NM_001322250, intron 6 of 13)",-3106,NR_110808,101927557,ENSG00000266100,LOC101927557
chr17,68794658,68795157,Intergenic,Intergenic,160485,NM_007168,10351,ENSG00000141338,ABCA8
chr17,71828125,71828624,Intergenic,Intergenic,197605,NR_110876,102723505,,ROCR
chr17,28661938,28662437,promoter-TSS (NR_045585),promoter-TSS (NR_045585),2,NR_045585,6388,ENSG00000132581,SDF2
chr17,15502622,15503121,"exon (NM_145301, exon 6 of 6)","exon (NM_145301, exon 6 of 6)",-32035,NR_146601,94145,,CDRT3
chr17,82519364,82519863,promoter-TSS (NM_004514),promoter-TSS (NM_004514),-119,NM_004514,3607,ENSG00000141568,FOXK2
chr17,76361519,76362018,Intergenic,Intergenic,-7570,NM_001366236,5635,ENSG00000161542,PRPSAP1
chr17,40224659,40225158,"intron (NM_133264, intron 1 of 7)","intron (NM_133264, intron 1 of 7)",5604,NM_133264,147179,ENSG00000171475,WIPF2
chr17,55273446,55273945,"intron (NM_001330375, intron 2 of 3)","intron (NM_001330375, intron 2 of 3)",7473,NM_001330375,3131,ENSG00000108924,HLF
chr17,75850944,75851443,"intron (NM_012478, intron 2 of 7)","intron (NM_012478, intron 2 of 7)",4142,NM_001330499,23558,ENSG00000132471,WBP2
chr17,51153280,51153779,promoter-TSS (NM_000269),promoter-TSS (NM_000269),-7,NR_037149,654364,ENSG00000011052,NME1-NME2
chr17,15257260,15257759,"intron (NR_104018, intron 1 of 2)","intron (NR_104018, intron 1 of 2)",3311,NM_153322,5376,ENSG00000109099,PMP22
chr17,30708635,30709134,promoter-TSS (NR_024187),promoter-TSS (NR_024187),-724,NR_024187,440423,,SUZ12P1
chr17,66675877,66676376,"intron (NM_002737, intron 5 of 16)","intron (NM_002737, intron 5 of 16)",-110946,NR_030364,693219,ENSG00000207943,MIR634
chr17,81025278,81025777,Intergenic,Intergenic,9192,NR_026857,440465,ENSG00000226137,BAIAP2-DT
chr17,19398332,19398831,Intergenic,Intergenic,-11391,NM_002404,4239,ENSG00000166482,MFAP4
chr17,77145684,77146183,"intron (NM_001143999, intron 3 of 16)","intron (NM_001143999, intron 3 of 16)",4964,NM_001143999,6397,ENSG00000129657,SEC14L1
chr17,40100468,40100967,promoter-TSS (NM_021724),promoter-TSS (NM_021724),-128,NM_021724,9572,ENSG00000126368,NR1D1
chr17,64084001,64084500,"intron (NM_001433, intron 2 of 21)","intron (NM_001433, intron 2 of 21)",45894,NM_001433,2081,ENSG00000178607,ERN1
chr17,4948526,4949025,"5' UTR (NM_005022, exon 1 of 3)","5' UTR (NM_005022, exon 1 of 3)",311,NM_005022,5216,ENSG00000108518,PFN1
chr17,54968475,54968974,promoter-TSS (NM_004375),promoter-TSS (NM_004375),-41,NM_178509,252983,ENSG00000166263,STXBP4
chr17,40486110,40486609,"intron (NM_032865, intron 4 of 12)","intron (NM_032865, intron 4 of 12)",15264,NM_032865,84951,ENSG00000131746,TNS4
chr17,4858063,4858562,"intron (NM_015716, intron 1 of 30)","intron (NM_015716, intron 1 of 30)",24972,NM_153827,50488,ENSG00000141503,MINK1
chr17,15377530,15378029,Intergenic,Intergenic,-36182,NM_031898,64518,ENSG00000125409,TEKT3
chr17,15262861,15263360,promoter-TSS (NM_001281455),promoter-TSS (NM_001281455),-521,NM_001281455,5376,ENSG00000109099,PMP22
chr17,20063935,20064434,"intron (NM_001243439, intron 1 of 14)","intron (NM_001243439, intron 1 of 14)",-22838,NM_001033553,92521,ENSG00000128487,SPECC1
chr17,2244628,2245127,"intron (NM_017575, intron 8 of 18)","intron (NM_017575, intron 8 of 18)",-8030,NM_001256828,23293,ENSG00000070366,SMG6
chr17,72615043,72615542,"intron (NR_033876, intron 3 of 4)","intron (NR_033876, intron 3 of 4)",-22488,NR_036488,100499467,ENSG00000227036,LINC00673
chr17,66191629,66192128,promoter-TSS (NM_001353127),promoter-TSS (NM_001353127),14,NM_001302891,201134,ENSG00000154240,CEP112
chr17,73092499,73092998,promoter-TSS (NM_001159770),promoter-TSS (NM_001159770),-60,NM_001159770,201266,ENSG00000133195,SLC39A11
chr17,38702162,38702661,promoter-TSS (NR_039887),promoter-TSS (NR_039887),-80,NR_039887,100616203,ENSG00000275238,MIR4734
chr17,58007143,58007642,promoter-TSS (NR_034041),promoter-TSS (NR_034041),-46,NR_034041,6426,ENSG00000136450,SRSF1
chr17,17042056,17042555,promoter-TSS (NM_015134),promoter-TSS (NM_015134),-152,NM_001364716,23164,ENSG00000133030,MPRIP
chr17,31859115,31859614,promoter-TSS (NM_001330176),promoter-TSS (NM_001330176),-120,NM_018405,55352,ENSG00000172301,COPRS
chr17,15457611,15458110,"intron (NM_001204477, intron 1 of 3)","intron (NM_001204477, intron 1 of 3)",9761,NM_001204477,284040,ENSG00000239704,CDRT4
chr17,59565306,59565805,promoter-TSS (NM_001166301),promoter-TSS (NM_001166301),-55,NM_024612,79665,ENSG00000108406,DHX40
chr17,43360910,43361409,Intergenic,CpG,27739,NR_027412,100130581,ENSG00000188825,LINC00910
chr17,66302100,66302599,promoter-TSS (NM_002737),promoter-TSS (NM_002737),-264,NM_002737,5578,ENSG00000154229,PRKCA
chr17,64505292,64505791,"intron (NM_004396, intron 1 of 12)",CpG,396,NM_001320597,1655,ENSG00000108654,DDX5
chr17,19464221,19464720,Intergenic,L1ME2z|LINE|L1,53238,NM_007148,7732,ENSG00000128482,RNF112
chr17,43778302,43778801,"intron (NM_004090, intron 1 of 2)",CpG,426,NM_004090,1845,ENSG00000108861,DUSP3
chr17,8186441,8186940,promoter-TSS (NR_039746),promoter-TSS (NR_039746),-255,NR_039746,100616406,ENSG00000283160,MIR4521
chr17,81083131,81083630,"intron (NM_001144888, intron 3 of 13)","intron (NM_001144888, intron 3 of 13)",41993,NR_030394,724027,ENSG00000207736,MIR657
chr17,62705854,62706353,promoter-TSS (NR_147886),promoter-TSS (NR_147886),-103,NR_147886,105371855,ENSG00000265702,LOC105371855
chr17,64506357,64506856,promoter-TSS (NR_133644),promoter-TSS (NR_133644),125,NM_001320596,1655,ENSG00000108654,DDX5
chr18,79588813,79589312,TTS (NR_148949),TTS (NR_148949),9780,NR_148949,284240,,LOC284240
chr18,63302091,63302590,"intron (NM_000633, intron 2 of 2)",(AG)n|Simple_repeat|Simple_repeat,17040,NM_000633,596,ENSG00000171791,BCL2
chr18,63320159,63320658,Intergenic,CpG-12610,-1028,NM_000657,596,ENSG00000171791,BCL2
chr18,25230885,25231384,"intron (NM_001308225, intron 2 of 6)","intron (NM_001308225, intron 2 of 6)",121032,NM_001308225,25925,ENSG00000198795,ZNF521
chr18,48740801,48741300,"intron (NM_014772, intron 7 of 11)",MIR|SINE|MIR,70450,NR_039897,100616366,ENSG00000266276,MIR4743
chr18,58789467,58789966,Intergenic,Intergenic,-24164,NR_146904,105372147,ENSG00000267593,LINC01926
chr18,23825986,23826485,"intron (NM_001127717, intron 21 of 73)","intron (NM_001127717, intron 21 of 73)",-46785,NM_001127718,3909,ENSG00000053747,LAMA3
chr18,58044017,58044516,promoter-TSS (NM_001144967),promoter-TSS (NM_001144967),40,NM_001243960,23327,ENSG00000049759,NEDD4L
chr18,79393862,79394361,Intergenic,CpG,-1819,NM_006162,4772,ENSG00000131196,NFATC1
chr18,46173655,46174154,promoter-TSS (NM_145055),promoter-TSS (NM_145055),-118,NM_001008239,147339,ENSG00000152242,C18orf25
chr18,71168661,71169160,Intergenic,Intergenic,410046,NR_038326,100505776,ENSG00000260676,LINC01541
chr18,63970377,63970876,"intron (NM_001366198, intron 1 of 6)",CpG,545,NM_001031848,5271,ENSG00000166401,SERPINB8
chr18,55322307,55322806,promoter-TSS (NM_001243235),promoter-TSS (NM_001243235),-715,NM_001348214,6925,ENSG00000196628,TCF4
chr18,26656854,26657353,"intron (NM_001258222, intron 1 of 4)",CpG,370,NM_001258222,284252,ENSG00000134504,KCTD1
chr18,2857561,2858060,"intron (NM_032048, intron 2 of 7)","intron (NM_032048, intron 2 of 7)",10804,NM_032048,84034,ENSG00000132205,EMILIN2
chr18,23227050,23227549,"intron (NR_023359, intron 4 of 6)","intron (NR_023359, intron 4 of 6)",71474,NM_138375,91768,ENSG00000134508,CABLES1
chr19,11164908,11165407,"3' UTR (NM_001329451, exon 12 of 12)","3' UTR (NM_001329451, exon 12 of 12)",-9345,NM_001317032,147841,ENSG00000161888,SPC24
chr19,41225774,41226273,promoter-TSS (NM_001278599),promoter-TSS (NM_001278599),-732,NM_001278599,558,ENSG00000167601,AXL
chr19,1592186,1592685,"intron (NM_001281454, intron 1 of 6)",CpG,430,NM_001281453,53615,ENSG00000071655,MBD3
chr19,1940591,1941090,promoter-TSS (NM_001319),promoter-TSS (NM_001319),-332,NM_001319,1455,ENSG00000133275,CSNK1G2
chr19,13022964,13023463,promoter-TSS (NM_001271044),promoter-TSS (NM_001271044),-759,NM_001271044,4784,ENSG00000008441,NFIX
chr19,16316031,16316530,Intergenic,Intergenic,-8546,NM_016270,10365,ENSG00000127528,KLF2
chr19,633392,633891,promoter-TSS (NM_005035),promoter-TSS (NM_005035),-104,NM_005035,5442,ENSG00000099821,POLRMT
chr19,7629444,7629943,promoter-TSS (NM_020196),promoter-TSS (NM_020196),-100,NR_033242,100131801,ENSG00000229833,PET100
chr19,3631286,3631785,"3' UTR (NM_012398, exon 18 of 18)","3' UTR (NM_012398, exon 18 of 18)",-4720,NM_021231,58509,ENSG00000105298,CACTIN
chr19,43983917,43984416,promoter-TSS (NM_198089),promoter-TSS (NM_198089),-4,NM_001260486,7711,ENSG00000204920,ZNF155
chr19,44113046,44113545,promoter-TSS (NM_001321685),promoter-TSS (NM_001321685),-104,NM_013362,7768,ENSG00000256294,ZNF225
chr19,38693158,38693657,"intron (NM_001322033, intron 1 of 20).2",L3|LINE|CR1,45758,NM_001322033,81,ENSG00000130402,ACTN4
chr19,53661110,53661609,Intergenic,Intergenic,-5314,NR_030181,574459,ENSG00000207644,MIR512-2
chr19,2163588,2164087,promoter-TSS (NM_032482),promoter-TSS (NM_032482),-96,NM_032482,84444,ENSG00000104885,DOT1L
chr19,16331740,16332239,Intergenic,Intergenic,7163,NM_016270,10365,ENSG00000127528,KLF2
chr19,21569032,21569531,Intergenic,Intergenic,63679,NR_144526,353088,ENSG00000197013,ZNF429
chr19,57363109,57363608,promoter-TSS (NM_173631),promoter-TSS (NM_173631),-77,NM_173631,284306,ENSG00000152433,ZNF547
chr19,52095620,52096119,promoter-TSS (NM_001352298),promoter-TSS (NM_001352298),-104,NM_001369829,284371,ENSG00000197608,ZNF841
chr19,44500044,44500543,"5' UTR (NM_001288762, exon 1 of 4)","5' UTR (NM_001288762, exon 1 of 4)",229,NM_001288759,7733,ENSG00000167384,ZNF180
chr19,3450815,3451314,"intron (NM_001245002, intron 7 of 10)","intron (NM_001245002, intron 7 of 10)",29461,NM_001136503,284422,ENSG00000095932,SMIM24
chr19,44051693,44052192,promoter-TSS (NM_013361),promoter-TSS (NM_013361),-94,NM_013361,7766,ENSG00000178386,ZNF223
chr19,12775442,12775941,promoter-TSS (NM_001100176),promoter-TSS (NM_001100176),-139,NM_001100176,29911,ENSG00000095066,HOOK2
chr19,36797182,36797681,promoter-TSS (NR_040027),promoter-TSS (NR_040027),-119,NR_040027,284408,ENSG00000267254,ZNF790-AS1
chr19,35107406,35107905,Intergenic,Intergenic,-1351,NR_024562,100128675,ENSG00000227392,HPN-AS1
