HGNC symbol,HGNC name
ATP11B,ATPase phospholipid transporting 11B (putative)
ATP11C,ATPase phospholipid transporting 11C
TMEM30A,transmembrane protein 30A
ATP13A1,ATPase 13A1
ATP13A2,ATPase cation transporting 13A2
ATP13A3,ATPase 13A3
ATP13A4,ATPase 13A4
ATP13A5,ATPase 13A5
SLC2A13,solute carrier family 2 member 13
SLC26A1,solute carrier family 26 member 1
SLC26A2,solute carrier family 26 member 2
SLC17A5,solute carrier family 17 member 5
SLC10A1,solute carrier family 10 member 1
SLC10A2,solute carrier family 10 member 2
SLC10A3,solute carrier family 10 member 3
SLC10A4,solute carrier family 10 member 4
SLC10A5,solute carrier family 10 member 5
SLC10A6,solute carrier family 10 member 6
SLC10A7,solute carrier family 10 member 7
SLC11A1,solute carrier family 11 member 1
SLC11A2,solute carrier family 11 member 2
SLC12A1,solute carrier family 12 member 1
SLC12A2,solute carrier family 12 member 2
SLC12A3,solute carrier family 12 member 3
SLC12A4,solute carrier family 12 member 4
SLC12A5,solute carrier family 12 member 5
SLC12A6,solute carrier family 12 member 6
SLC12A7,solute carrier family 12 member 7
SLC12A8,solute carrier family 12 member 8
SLC12A9,solute carrier family 12 member 9
SLC13A1,solute carrier family 13 member 1
SLC13A2,solute carrier family 13 member 2
SLC13A3,solute carrier family 13 member 3
SLC13A4,solute carrier family 13 member 4
SLC13A5,solute carrier family 13 member 5
SLC14A1,solute carrier family 14 member 1 (Kidd blood group)
SLC14A2,solute carrier family 14 member 2
SLC15A1,solute carrier family 15 member 1
SLC15A2,solute carrier family 15 member 2
SLC15A3,solute carrier family 15 member 3
SLC15A4,solute carrier family 15 member 4
SLC16A1,solute carrier family 16 member 1
SLC16A7,solute carrier family 16 member 7
SLC16A8,solute carrier family 16 member 8
SLC16A3,solute carrier family 16 member 3
SLC16A4,solute carrier family 16 member 4
SLC16A5,solute carrier family 16 member 5
SLC16A6,solute carrier family 16 member 6
SLC16A2,solute carrier family 16 member 2
SLC16A9,solute carrier family 16 member 9
SLC16A10,solute carrier family 16 member 10
SLC16A11,solute carrier family 16 member 11
SLC16A12,solute carrier family 16 member 12
SLC16A13,solute carrier family 16 member 13
SLC16A14,solute carrier family 16 member 14
SLC18A1,solute carrier family 18 member A1
SLC18A2,solute carrier family 18 member A2
SLC18A3,solute carrier family 18 member A3
SLC18B1,solute carrier family 18 member B1
SLC19A1,solute carrier family 19 member 1
SLC19A2,solute carrier family 19 member 2
SLC19A3,solute carrier family 19 member 3
SLC20A1,solute carrier family 20 member 1
SLC20A2,solute carrier family 20 member 2
SLC23A1,solute carrier family 23 member 1
SLC23A2,solute carrier family 23 member 2
SLC23A3,solute carrier family 23 member 3
SLC23A4P,"solute carrier family 23 member 4, pseudogene"
SLC24A1,solute carrier family 24 member 1
SLC24A2,solute carrier family 24 member 2
SLC24A3,solute carrier family 24 member 3
SLC24A4,solute carrier family 24 member 4
SLC24A5,solute carrier family 24 member 5
SLC8B1,solute carrier family 8 member B1
SLC27A1,solute carrier family 27 member 1
SLC27A2,solute carrier family 27 member 2
SLC27A3,solute carrier family 27 member 3
SLC27A4,solute carrier family 27 member 4
SLC27A5,solute carrier family 27 member 5
SLC27A6,solute carrier family 27 member 6
SLC28A1,solute carrier family 28 member 1
SLC28A2,solute carrier family 28 member 2
SLC28A3,solute carrier family 28 member 3
SLC29A1,solute carrier family 29 member 1 (Augustine blood group)
SLC29A2,solute carrier family 29 member 2
SLC29A3,solute carrier family 29 member 3
SLC29A4,solute carrier family 29 member 4
SLC30A1,solute carrier family 30 member 1
SLC30A2,solute carrier family 30 member 2
SLC30A3,solute carrier family 30 member 3
SLC30A4,solute carrier family 30 member 4
SLC30A5,solute carrier family 30 member 5
SLC30A6,solute carrier family 30 member 6
SLC30A7,solute carrier family 30 member 7
SLC30A8,solute carrier family 30 member 8
SLC30A9,solute carrier family 30 member 9
SLC30A10,solute carrier family 30 member 10
SLC31A1,solute carrier family 31 member 1
SLC31A2,solute carrier family 31 member 2
SLC32A1,solute carrier family 32 member 1
SLC33A1,solute carrier family 33 member 1
SLC34A1,solute carrier family 34 member 1
SLC34A2,solute carrier family 34 member 2
SLC34A3,solute carrier family 34 member 3
SLC35A1,solute carrier family 35 member A1
SLC35A2,solute carrier family 35 member A2
SLC35A3,solute carrier family 35 member A3
SLC35A4,solute carrier family 35 member A4
SLC35A5,solute carrier family 35 member A5
SLC35B1,solute carrier family 35 member B1
SLC35B2,solute carrier family 35 member B2
SLC35B3,solute carrier family 35 member B3
SLC35B4,solute carrier family 35 member B4
SLC35C1,solute carrier family 35 member C1
SLC35C2,solute carrier family 35 member C2
SLC35D1,solute carrier family 35 member D1
SLC35D2,solute carrier family 35 member D2
SLC35D3,solute carrier family 35 member D3
SLC35E1,solute carrier family 35 member E1
SLC35E2A,solute carrier family 35 member E2A (pseudogene)
SLC35E2B,solute carrier family 35 member E2B
SLC35E3,solute carrier family 35 member E3
SLC35E4,solute carrier family 35 member E4
SLC35F1,solute carrier family 35 member F1
SLC35F2,solute carrier family 35 member F2
SLC35F3,solute carrier family 35 member F3
SLC35F4,solute carrier family 35 member F4
SLC35F5,solute carrier family 35 member F5
SLC35F6,solute carrier family 35 member F6
SLC35G1,solute carrier family 35 member G1
SLC35G2,solute carrier family 35 member G2
SLC35G3,solute carrier family 35 member G3
SLC35G4,solute carrier family 35 member G4
SLC35G5,solute carrier family 35 member G5
SLC35G6,solute carrier family 35 member G6
SLC36A1,solute carrier family 36 member 1
SLC36A2,solute carrier family 36 member 2
SLC36A3,solute carrier family 36 member 3
SLC36A4,solute carrier family 36 member 4
SLC37A1,solute carrier family 37 member 1
SLC37A2,solute carrier family 37 member 2
SLC37A3,solute carrier family 37 member 3
SLC37A4,solute carrier family 37 member 4
SLC39A1,solute carrier family 39 member 1
SLC39A2,solute carrier family 39 member 2
SLC39A3,solute carrier family 39 member 3
SLC39A4,solute carrier family 39 member 4
SLC39A5,solute carrier family 39 member 5
SLC39A6,solute carrier family 39 member 6
SLC39A7,solute carrier family 39 member 7
SLC39A8,solute carrier family 39 member 8
SLC39A9,solute carrier family 39 member 9
SLC39A10,solute carrier family 39 member 10
SLC39A11,solute carrier family 39 member 11
SLC39A12,solute carrier family 39 member 12
SLC39A13,solute carrier family 39 member 13
SLC39A14,solute carrier family 39 member 14
SLC3A1,solute carrier family 3 member 1
SLC3A2,solute carrier family 3 member 2
SLC40A1,solute carrier family 40 member 1
SLC41A1,solute carrier family 41 member 1
SLC41A2,solute carrier family 41 member 2
SLC41A3,solute carrier family 41 member 3
RHAG,Rh associated glycoprotein
RHBG,Rh family B glycoprotein
RHCG,Rh family C glycoprotein
SLC43A1,solute carrier family 43 member 1
SLC43A2,solute carrier family 43 member 2
SLC43A3,solute carrier family 43 member 3
SLC44A1,solute carrier family 44 member 1
SLC44A2,solute carrier family 44 member 2 (CTL2 blood group)
SLC44A3,solute carrier family 44 member 3
SLC44A4,solute carrier family 44 member 4
SLC44A5,solute carrier family 44 member 5
SLC45A1,solute carrier family 45 member 1
SLC45A2,solute carrier family 45 member 2
SLC45A3,solute carrier family 45 member 3
SLC45A4,solute carrier family 45 member 4
SLC46A1,solute carrier family 46 member 1
SLC46A2,solute carrier family 46 member 2
SLC46A3,solute carrier family 46 member 3
SLC47A1,solute carrier family 47 member 1
SLC47A2,solute carrier family 47 member 2
SLC48A1,solute carrier family 48 member 1
FLVCR1,FLVCR choline and heme transporter 1
FLVCR2,FLVCR choline and putative heme transporter 2
SLC49A3,solute carrier family 49 member 3
SLC49A4,solute carrier family 49 member 4
SLC50A1,solute carrier family 50 member 1
SLC51A,solute carrier family 51 member A
SLC51B,SLC51 subunit beta
SLC52A1,solute carrier family 52 member 1
SLC52A2,solute carrier family 52 member 2
SLC52A3,solute carrier family 52 member 3
XPR1,xenotropic and polytropic retrovirus receptor 1
MPC1,mitochondrial pyruvate carrier 1
MPC2,mitochondrial pyruvate carrier 2
MPC1L,mitochondrial pyruvate carrier 1 like
LETM1,leucine zipper and EF-hand containing transmembrane protein 1
LETM2,leucine zipper and EF-hand containing transmembrane protein 2
LETMD1,LETM1 domain containing 1
SFXN1,sideroflexin 1
SFXN2,sideroflexin 2
SFXN3,sideroflexin 3
,
SFXN5,sideroflexin 5
NIPA1,NIPA magnesium transporter 1
NIPA2,NIPA magnesium transporter 2
NIPAL1,NIPA like domain containing 1
NIPAL2,NIPA like domain containing 2
NIPAL3,NIPA like domain containing 3
NIPAL4,NIPA like domain containing 4
MAGT1,magnesium transporter 1
TUSC3,tumor suppressor candidate 3
MFSD2A,"MFSD2 lysolipid transporter A, lysophospholipid"
MFSD2B,"MFSD2 lysolipid transporter B, sphingolipid"
MFSD4A,major facilitator superfamily domain containing 4A
MFSD4B,major facilitator superfamily domain containing 4B
MFSD5,major facilitator superfamily domain containing 5
ANKH,ANKH inorganic pyrophosphate transport regulator
SPNS1,"SPNS lysolipid transporter 1, lysophospholipid"
SPNS2,"SPNS lysolipid transporter 2, sphingosine-1-phosphate"
SPNS3,"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)"
TMEM165,transmembrane protein 165
NPC1,NPC intracellular cholesterol transporter 1
NPC1L1,NPC1 like intracellular cholesterol transporter 1
SLC66A1,solute carrier family 66 member 1
SLC66A2,solute carrier family 66 member 2
SLC66A3,solute carrier family 66 member 3
CTNS,"cystinosin, lysosomal cystine transporter"
MPDU1,mannose-P-dolichol utilization defect 1
SLC7A1,solute carrier family 7 member 1
SLC7A2,solute carrier family 7 member 2
SLC7A3,solute carrier family 7 member 3
SLC7A4,solute carrier family 7 member 4
SLC7A14,solute carrier family 7 member 14
SLC7A5,solute carrier family 7 member 5
SLC7A8,solute carrier family 7 member 8
SLC7A7,solute carrier family 7 member 7
SLC7A6,solute carrier family 7 member 6
SLC7A9,solute carrier family 7 member 9
SLC7A10,solute carrier family 7 member 10
SLC7A11,solute carrier family 7 member 11
SLC7A13,solute carrier family 7 member 13
SLC8A1,solute carrier family 8 member A1
SLC8A2,solute carrier family 8 member A2
SLC8A3,solute carrier family 8 member A3
SLC9A1,solute carrier family 9 member A1
SLC9A2,solute carrier family 9 member A2
SLC9A3,solute carrier family 9 member A3
SLC9A4,solute carrier family 9 member A4
SLC9A5,solute carrier family 9 member A5
SLC9A6,solute carrier family 9 member A6
SLC9A7,solute carrier family 9 member A7
SLC9A8,solute carrier family 9 member A8
SLC9A9,solute carrier family 9 member A9
SLC9B1,solute carrier family 9 member B1
SLC9B2,solute carrier family 9 member B2
SLC9C1,solute carrier family 9 member C1
SLC9C2,solute carrier family 9 member C2 (putative)
SLCO1A2,solute carrier organic anion transporter family member 1A2
SLCO1B1,solute carrier organic anion transporter family member 1B1
SLCO1B3,solute carrier organic anion transporter family member 1B3
SLCO1C1,solute carrier organic anion transporter family member 1C1
SLCO2A1,solute carrier organic anion transporter family member 2A1
SLCO2B1,solute carrier organic anion transporter family member 2B1
SLCO3A1,solute carrier organic anion transporter family member 3A1
SLCO4A1,solute carrier organic anion transporter family member 4A1
SLCO4C1,solute carrier organic anion transporter family member 4C1
SLCO5A1,solute carrier organic anion transporter family member 5A1
SLCO6A1,solute carrier organic anion transporter family member 6A1
SLC4A4,solute carrier family 4 member 4
SLC4A5,solute carrier family 4 member 5
SLC4A7,solute carrier family 4 member 7
SLC4A10,solute carrier family 4 member 10
SLC4A8,solute carrier family 4 member 8
SLC4A11,solute carrier family 4 member 11
SLC5A3,solute carrier family 5 member 3
SLC5A11,solute carrier family 5 member 11
SLC5A5,solute carrier family 5 member 5
SLC5A6,solute carrier family 5 member 6
SLC5A8,solute carrier family 5 member 8
SLC5A12,solute carrier family 5 member 12
SLC38A1,solute carrier family 38 member 1
SLC38A2,solute carrier family 38 member 2
SLC38A4,solute carrier family 38 member 4
SLC38A3,solute carrier family 38 member 3
SLC38A5,solute carrier family 38 member 5
SLC17A1,solute carrier family 17 member 1
SLC17A2,solute carrier family 17 member 2
SLC17A3,solute carrier family 17 member 3
SLC17A4,solute carrier family 17 member 4
SLC22A12,solute carrier family 22 member 12
SLC17A7,solute carrier family 17 member 7
SLC17A6,solute carrier family 17 member 6
SLC17A8,solute carrier family 17 member 8
SLC17A9,solute carrier family 17 member 9
ATP6V1A,ATPase H+ transporting V1 subunit A
ATP6V1B1,ATPase H+ transporting V1 subunit B1
ATP6V1B2,ATPase H+ transporting V1 subunit B2
ATP6V1C1,ATPase H+ transporting V1 subunit C1
ATP6V1C2,ATPase H+ transporting V1 subunit C2
ATP6V1D,ATPase H+ transporting V1 subunit D
ATP6V1E1,ATPase H+ transporting V1 subunit E1
ATP6V1E2,ATPase H+ transporting V1 subunit E2
ATP6V1F,ATPase H+ transporting V1 subunit F
ATP6V1G1,ATPase H+ transporting V1 subunit G1
ATP6V1G2,ATPase H+ transporting V1 subunit G2
ATP6V1G3,ATPase H+ transporting V1 subunit G3
ATP6V1H,ATPase H+ transporting V1 subunit H
ATP6V0A1,ATPase H+ transporting V0 subunit a1
ATP6V0A2,ATPase H+ transporting V0 subunit a2
TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
ATP6V0A4,ATPase H+ transporting V0 subunit a4
ATP6V0B,ATPase H+ transporting V0 subunit b
ATP6V0C,ATPase H+ transporting V0 subunit c
ATP6V0D1,ATPase H+ transporting V0 subunit d1
ATP6V0D2,ATPase H+ transporting V0 subunit d2
ATP6V0E1,ATPase H+ transporting V0 subunit e1
ATP6V0E2,ATPase H+ transporting V0 subunit e2
,
,
CD38,CD38 molecule
LANCL2,LanC like glutathione S-transferase 2
AIM2,absent in melanoma 2
IFI16,interferon gamma inducible protein 16
MNDA,myeloid cell nuclear differentiation antigen
PYHIN1,pyrin and HIN domain family member 1
MLLT1,MLLT1 super elongation complex subunit
ADIPOR1,adiponectin receptor 1
ADIPOR2,adiponectin receptor 2
,
,
,
,
,
,
AHR,aryl hydrocarbon receptor
SQSTM1,sequestosome 1
,
,
,
,
,
,
,
NFE2L2,NFE2 like bZIP transcription factor 2
BCL2,BCL2 apoptosis regulator
BCL2L1,BCL2 like 1
BCL2L2,BCL2 like 2
MCL1,"MCL1 apoptosis regulator, BCL2 family member"
AXIN2,axin 2
BCL6,BCL6 transcription repressor
BTNL3,butyrophilin like 3
BTNL8,butyrophilin like 8
BTN3A1,butyrophilin subfamily 3 member A1
CD33,CD33 molecule
SIGLEC8,sialic acid binding Ig like lectin 8
SIGLEC10,sialic acid binding Ig like lectin 10
CD1D,CD1d molecule
CD2,CD2 molecule
CD3E,CD3 epsilon subunit of T-cell receptor complex
CD4,CD4 molecule
CD6,CD6 molecule
CD14,CD14 molecule
FCGR3A,Fc gamma receptor IIIa
CD19,CD19 molecule
MS4A1,membrane spanning 4-domains A1
CD22,CD22 molecule
CD24,CD24 molecule
CD28,CD28 molecule
CD33,CD33 molecule
CD36,CD36 molecule (CD36 blood group)
CD37,CD37 molecule
CD38,CD38 molecule
CD47,CD47 molecule
CD52,CD52 molecule
CD55,CD55 molecule (Cromer blood group)
NCAM1,neural cell adhesion molecule 1
SELP,selectin P
SELE,selectin E
CEACAM5,CEA cell adhesion molecule 5
TFRC,transferrin receptor
CD74,CD74 molecule
CD79B,CD79b molecule
CD80,CD80 molecule
LILRB1,leukocyte immunoglobulin like receptor B1
LILRA4,leukocyte immunoglobulin like receptor A4
CD86,CD86 molecule
FCAR,Fc alpha receptor
SEMA4D,semaphorin 4D
ENG,endoglin
BSG,basigin (Ok blood group)
CTLA4,cytotoxic T-lymphocyte associated protein 4
KIR3DL2,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"
KLRC1,killer cell lectin like receptor C1
KLRC2,killer cell lectin like receptor C2
SIRPA,signal regulatory protein alpha
LAG3,lymphocyte activating 3
CD226,CD226 molecule
CD247,CD247 molecule
CD276,CD276 molecule
ICOS,inducible T cell costimulator
PDCD1,programmed cell death 1
CD300A,CD300a molecule
LAIR1,leukocyte associated immunoglobulin like receptor 1
SLAMF7,SLAM family member 7
NCR3,natural cytotoxicity triggering receptor 3
HAVCR2,hepatitis A virus cellular receptor 2
CHI3L1,chitinase 3 like 1
,
,
CRY1,cryptochrome circadian regulator 1
CLDN18,claudin 18
,
CLU,clusterin
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
CLEC4A,C-type lectin domain family 4 member A
CLEC4C,C-type lectin domain family 4 member C
CD209,CD209 molecule
CLEC7A,C-type lectin domain containing 7A
CLEC6A,C-type lectin domain containing 6A
CLEC4E,C-type lectin domain family 4 member E
CLEC12A,C-type lectin domain family 12 member A
,
,
PRF1,perforin 1
NUCB1,nucleobindin 1
RASGRP1,RAS guanyl releasing protein 1
S100A11,S100 calcium binding protein A11
FABP1,fatty acid binding protein 1
FABP2,fatty acid binding protein 2
FABP3,fatty acid binding protein 3
FABP4,fatty acid binding protein 4
FABP5,fatty acid binding protein 5
FABP6,fatty acid binding protein 6
FABP7,fatty acid binding protein 7
PMP2,peripheral myelin protein 2
FABP9,fatty acid binding protein 9
FABP12,fatty acid binding protein 12
RBP1,retinol binding protein 1
RBP2,retinol binding protein 2
RBP3,retinol binding protein 3
RBP4,retinol binding protein 4
RBP5,retinol binding protein 5
RBP7,retinol binding protein 7
RLBP1,retinaldehyde binding protein 1
CRABP1,cellular retinoic acid binding protein 1
CRABP2,cellular retinoic acid binding protein 2
,
,
,
FOXN1,forkhead box N1
GSDMD,gasdermin D
,
HSPA1A,heat shock protein family A (Hsp70) member 1A
HSPA1B,heat shock protein family A (Hsp70) member 1B
HSPA2,heat shock protein family A (Hsp70) member 2
HSPA5,heat shock protein family A (Hsp70) member 5
HSPA6,heat shock protein family A (Hsp70) member 6
HSPA8,heat shock protein family A (Hsp70) member 8
HSPA1L,heat shock protein family A (Hsp70) member 1 like
HSP90B1,heat shock protein 90 beta family member 1
HSP90AA1,heat shock protein 90 alpha family class A member 1
HSP90AB1,heat shock protein 90 alpha family class B member 1
TRAP1,TNF receptor associated protein 1
HMGB1,high mobility group box 1
ERVW-1,"endogenous retrovirus group W member 1, envelope"
EPAS1,endothelial PAS domain protein 1
FCGRT,Fc gamma receptor and transporter
MCAM,melanoma cell adhesion molecule
NECTIN4,nectin cell adhesion molecule 4
AGER,advanced glycosylation end-product specific receptor
FCAR,Fc alpha receptor
FCGR2A,Fc gamma receptor IIa
FCGR3A,Fc gamma receptor IIIa
FCMR,Fc mu receptor
MALT1,MALT1 paracaspase
PVR,PVR cell adhesion molecule
TIGIT,T cell immunoreceptor with Ig and ITIM domains
IGHE,immunoglobulin heavy constant epsilon
NAIP,NLR family apoptosis inhibitory protein
BIRC2,baculoviral IAP repeat containing 2
BIRC3,baculoviral IAP repeat containing 3
XIAP,X-linked inhibitor of apoptosis
BIRC5,baculoviral IAP repeat containing 5
BIRC6,baculoviral IAP repeat containing 6
BIRC7,baculoviral IAP repeat containing 7
BIRC8,baculoviral IAP repeat containing 8
BCL3,BCL3 transcription coactivator
NFKBIZ,NFKB inhibitor zeta
,
,
,
KEAP1,kelch like ECH associated protein 1
,
,
,
,
KIF11,kinesin family member 11
LRRC32,leucine rich repeat containing 32
UNC119,unc-119 lipid binding chaperone
CETP,cholesteryl ester transfer protein
LY96,lymphocyte antigen 96
L3MBTL3,L3MBTL histone methyl-lysine binding protein 3
SPIN1,spindlin 1
TSPO,translocator protein
,
,
MFN1,mitofusin 1
MYBPC3,myosin binding protein C3
YTHDC1,YTH N6-methyladenosine RNA binding protein C1
NRP1,neuropilin 1
NFKB1,nuclear factor kappa B subunit 1
NFKB2,nuclear factor kappa B subunit 2
REL,"REL proto-oncogene, NF-kB subunit"
RELA,"RELA proto-oncogene, NF-kB subunit"
RELB,"RELB proto-oncogene, NF-kB subunit"
BAZ1A,bromodomain adjacent to zinc finger domain 1A
BAZ1B,bromodomain adjacent to zinc finger domain 1B
BAZ2A,bromodomain adjacent to zinc finger domain 2A
BAZ2B,bromodomain adjacent to zinc finger domain 2B
BPTF,bromodomain PHD finger transcription factor
BRDT,bromodomain testis associated
BRPF1,bromodomain and PHD finger containing 1
BRPF3,bromodomain and PHD finger containing 3
BRWD1,bromodomain and WD repeat domain containing 1
BRWD3,bromodomain and WD repeat domain containing 3
CECR2,CECR2 histone acetyl-lysine reader
CREBBP,CREB binding protein
EP300,E1A binding protein p300
PBRM1,polybromo 1
SMARCA2,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2
SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4
PHIP,pleckstrin homology domain interacting protein
SP100,SP100 nuclear antigen
SP110,SP110 nuclear body protein
SP140,SP140 nuclear body protein
SP140L,SP140 nuclear body protein like
ZMYND8,zinc finger MYND-type containing 8
ZMYND11,zinc finger MYND-type containing 11
TRIM66,tripartite motif containing 66
NOTCH1,notch receptor 1
NOTCH2,notch receptor 2
NOTCH3,notch receptor 3
NOTCH4,notch receptor 4
XPO1,exportin 1
,
,
,
,
,
,
CD22,CD22 molecule
CD28,CD28 molecule
CD33,CD33 molecule
CD80,CD80 molecule
LILRB1,leukocyte immunoglobulin like receptor B1
CD86,CD86 molecule
CTLA4,cytotoxic T-lymphocyte associated protein 4
LAG3,lymphocyte activating 3
CD276,CD276 molecule
ICOS,inducible T cell costimulator
PDCD1,programmed cell death 1
HAVCR2,hepatitis A virus cellular receptor 2
ILDR2,immunoglobulin like domain containing receptor 2
PVRIG,PVR related immunoglobulin domain containing
TIGIT,T cell immunoreceptor with Ig and ITIM domains
VSIR,V-set immunoregulatory receptor
STING1,stimulator of interferon response cGAMP interactor 1
,
,
,
,
,
,
RGS10,regulator of G protein signaling 10
RGS12,regulator of G protein signaling 12
RGS14,regulator of G protein signaling 14
RGS1,regulator of G protein signaling 1
RGS2,regulator of G protein signaling 2
RGS3,regulator of G protein signaling 3
RGS4,regulator of G protein signaling 4
RGS5,regulator of G protein signaling 5
RGS8,regulator of G protein signaling 8
RGS13,regulator of G protein signaling 13
RGS16,regulator of G protein signaling 16
RGS18,regulator of G protein signaling 18
RGS21,regulator of G protein signaling 21
RGS6,regulator of G protein signaling 6
RGS7,regulator of G protein signaling 7
RGS9,regulator of G protein signaling 9
RGS11,regulator of G protein signaling 11
RGMA,repulsive guidance molecule BMP co-receptor a
RTN4,reticulon 4
LINGO1,leucine rich repeat and Ig domain containing 1
SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1
EEF2,eukaryotic translation elongation factor 2
,
RGS17,regulator of G protein signaling 17
RGS19,regulator of G protein signaling 19
RGS20,regulator of G protein signaling 20
STAB1,stabilin 1
APCS,"amyloid P component, serum"
CD22,CD22 molecule
SIGLEC15,sialic acid binding Ig like lectin 15
SIGMAR1,sigma non-opioid intracellular receptor 1
TMEM97,transmembrane protein 97
SIRPA,signal regulatory protein alpha
STAT3,signal transducer and activator of transcription 3
STAT5A,signal transducer and activator of transcription 5A
STAT6,signal transducer and activator of transcription 6
SNCA,synuclein alpha
SNCB,synuclein beta
SNCG,synuclein gamma
TEAD1,TEA domain transcription factor 1
TEAD2,TEA domain transcription factor 2
TEAD3,TEA domain transcription factor 3
TEAD4,TEA domain transcription factor 4
CD37,CD37 molecule
,
,
,
,
,
TTR,transthyretin
TUBA1A,tubulin alpha 1a
TUBA4A,tubulin alpha 4a
TUBB,tubulin beta class I
TUBB3,tubulin beta 3 class III
TUBB4B,tubulin beta 4B class IVb
TUBB8,tubulin beta 8 class VIII
FOLR1,folate receptor alpha
GPC3,glypican 3
MAGEA3,MAGE family member A3
TPBG,trophoblast glycoprotein
TACSTD2,tumor associated calcium signal transducer 2
WDR5,WD repeat domain 5
WIZ,WIZ zinc finger
